title,date,index,neg_s,neu_s,pos_s,compound_s,pos,neg,neu,compound
"5 things to know for June 30: SCOTUS, School shootings, January 6, Ukraine, Israel",2022-06-30,81.0,0.0076086435999189106,0.0041552505322865075,0.00864426700436339,0.00042166090414346753,0,0,0,0
Is there any way out of Israel's neverending election cycle?,2022-06-22,82.0,0.08905339012014084,0.10202183716426619,0.08761329872564214,0.015278592566680363,0,0,0,0
Israel set for possible fifth election in four years as PM Bennett moves to dissolve parliament,2022-06-20,83.0,0.07858044019667432,0.04895563726313412,0.059963918349239975,0.005446093002600022,0,0,0,0
"5 things to know for June 21: Gas prices, Ukraine, January 6, Israel, Covid-19",2022-06-21,84.0,0.014253216294141917,0.004382956773042679,0.0005945946233203778,-0.006017199933431006,0,0,0,0
How a failed vote on Jewish settlers shows the Israeli government is teetering,2022-06-10,85.0,0.22758087791502477,0.07252935433760285,0.03988976936787367,-0.028079586018766544,0,0,0,0
Israeli government's fragility laid bare as violence spikes,2022-04-20,86.0,0.019301081945498785,0.004262040431300799,0.009770211204886437,0.001037407894683351,0,0,0,0
Israel's coalition government loses its majority as right-wing lawmaker quits,2022-04-06,87.0,0.0098253120150831,0.09012213018205431,0.06671923316187328,0.04996176308398347,0,0,0,0
Israel and the West Bank are on edge again. Here are five things you need to know,2022-04-01,88.0,0.019505488021033152,0.003686421329066867,0.0006176157011872246,-0.005733932493848362,0,0,0,0
Israel's police under fire amid further allegations of 'Pegasus' cybersurveillance use against public figures,2022-02-07,89.0,0.10129862728839119,0.2706972278122391,0.008956536168365605,-0.011437035012057058,0,0,0,0
Israeli officials deny report that police are using cellphone spying software on citizens without court approval,2022-01-20,90.0,0.03166968694755009,0.0036239083856344223,0.00042069260962307453,-0.006275815801430512,0,0,0,0
"Netanyahu negotiating possible corruption case plea deal to safeguard political career, sources say",2022-01-18,91.0,0.47064977179979905,0.11471689058816992,0.0708833411881642,-0.05137773185321562,0,0,0,0
"Israel announces plan to double Golan Heights population, drawing condemnation from Syria",2021-12-28,92.0,0.001991491971744431,0.017142915063434176,0.0364211466577318,0.020269264352408955,0,0,0,0
Trump uses anti-Semitic tropes to again criticize Jewish Americans,2021-12-17,93.0,0.12968846783041954,0.06457415097393096,0.005737386061809957,-0.03272652394506824,0,0,0,0
Trump accuses Netanyahu of disloyalty for congratulating Biden after 2020 win: 'F**k him',2021-12-10,94.0,0.12363166907994912,0.24510908499360085,0.1140178657168972,0.046749941257101156,0,0,0,0
A single sentence that perfectly captures the utter madness of the Trump era,2021-12-10,95.0,0.001271462553869123,0.04153084495793218,0.0006759558682856352,-0.0011374076341827937,0,0,0,0
Don't count on an end to the Joe Biden-Naftali Bennett honeymoon -- yet,2021-11-08,96.0,0.07477001136257536,0.012974583388616642,0.007493503114563369,-0.004556521226586882,0,0,0,0
"Israel doubles down against US, saying there is no room in Jerusalem for an American Consulate for Palestinians",2021-11-07,97.0,0.037794253000846274,0.0004546534843169726,0.00021263262113699547,-0.0008883459423384184,0,0,0,0
Trump's inner circle takes a trip down memory lane in Jerusalem,2021-10-12,98.0,0.03155084716639033,0.23614761992185204,0.13970894421692248,0.06903334716415797,0,0,0,0
"'Isolated' but defiant, Brazil's Bolsonaro defends handling of Covid and climate at UN",2021-09-21,99.0,0.013944731308863713,0.01110564668973287,0.0005906468782669458,-0.010842067231723922,0,0,0,0
