title,date,index,neg_s,neu_s,pos_s,compound_s,neg,neu,pos,compound
University professor claims school 'colluded' with pro-Israel group after she is accused of 'antisemitism',2023-02-12T23:42:17Z,11.0,0.04036363636363636,0.3195454545454546,0.003818181818181818,-0.2310090909090909,0.094,0.857,0.049,-0.9625
Schumer plans Israel visit as Netanyahu faces protests over judicial reforms,2023-02-16T15:26:29Z,12.0,0.0204,0.5696000000000001,0.01,-0.13908,0.037,0.929,0.034,0.2247
"NYT writer says AIPAC, Jewish groups using 'power and influence' to stop US from being tough on Israel",2023-01-25T21:19:06Z,13.0,0.03308823529411765,0.3915,0.01658823529411765,-0.08100000000000002,0.1,0.853,0.047,-0.9965
"Israel's foreign minister visits Ukraine, pledges financial aid",2023-02-16T18:45:22Z,14.0,0.03893333333333334,0.6845999999999999,0.07613333333333333,0.23230666666666666,0.054,0.808,0.137,0.9968
"Jeffries accuses GOP of hypocrisy, antisemitism with move to boot Omar from Foreign Affairs Committee",2023-02-02T17:32:59Z,15.0,0.00835,0.13015,0.0115,-0.037345,0.077,0.867,0.056,-0.9103
Nominee who called Biden a ‘senile gaffe machine’ withdrawn by State Department,2023-02-14T23:00:43Z,16.0,0.0204375,0.34462499999999996,0.0099375,-0.1004375,0.096,0.866,0.038,-0.9834
"SEAN HANNITY: Ilhan Omar ousted from committee because of terrible behavior, anti-Semitic rhetoric",2023-02-03T03:47:35Z,17.0,0.03476470588235294,0.1808823529411765,0.01964705882352941,-0.06974705882352941,0.161,0.804,0.035,-0.9922
Iran may use Syria earthquake to smuggle arms under the guise of aid: report,2023-02-10T16:00:49Z,18.0,0.06972727272727273,0.32849999999999996,0.056409090909090916,-0.2144045454545455,0.164,0.766,0.069,-0.9975
"Sen. Hagerty slams Biden plan for Palestine consulate as 'affront' to Israel, 'bizarre' act of diplomacy",2023-02-18T16:33:00Z,19.0,0.05503846153846154,0.47053846153846146,0.012884615384615383,-0.14818846153846155,0.103,0.861,0.035,-0.9957
House GOP demands probe into ‘antisemitic’ New York exam question's 'revision' of history on Israel,2023-02-02T18:26:20Z,20.0,0.013099999999999997,0.2524,0.009475,-0.013707499999999997,0.078,0.851,0.072,-0.9398
NY Education Commissioner under fire over 'egregious distortions of history' in exam questions about Israel,2023-02-01T21:39:04Z,21.0,0.04121428571428571,0.2968571428571428,0.019071428571428573,-0.12377142857142857,0.072,0.868,0.061,-0.8758
"Jerusalem synagogue shooting: At least 5 dead after gunman opens fire, Israel police say",2023-01-27T19:50:43Z,22.0,0.14445454545454545,0.5089545454545455,0.02836363636363637,-0.31365,0.259,0.693,0.048,-0.9995
Palestinian teenager fatally shot during Israeli army raid in West Bank,2023-02-14T19:35:38Z,23.0,0.12949999999999998,0.6175,0.003,-0.63095,0.127,0.856,0.017,-0.9915
Israel attacks Iranian targets in Syria as shadow war heats up between the two adversaries: report,2023-02-19T19:10:05Z,24.0,0.06421739130434782,0.46730434782608693,0.03365217391304348,-0.17219565217391306,0.129,0.809,0.062,-0.9962
"Israel prison reforms would block convicted terrorists from making their own bread, cut shower times: report",2023-02-20T14:23:03Z,25.0,0.10363157894736841,0.33147368421052625,0.03860526315789473,-0.28262368421052636,0.144,0.788,0.067,-0.998
Virginia Dems killed measures aimed at combatting antisemitism — just before Holocaust Remembrance Day,2023-02-02T22:57:30Z,26.0,0.01620689655172414,0.1810689655172414,0.009620689655172415,-0.03371034482758621,0.09,0.859,0.052,-0.9935
"Omar shares death threat on Twitter before House vote, blames GOP for 'continued targeting of women of color",2023-02-02T12:23:51Z,27.0,0.00785,0.21005,0.032100000000000004,0.06328,0.073,0.851,0.076,0.4669
Israeli protesters take to streets to blast Netanyahu 'judicial reforms' as PM calls for unity,2023-02-13T20:23:46Z,28.0,0.04158974358974359,0.49892307692307697,0.02353846153846154,-0.041356410256410236,0.079,0.852,0.068,-0.8159
"Israeli officials double down on settlement construction, rebuke US criticism",2023-02-14T22:53:15Z,29.0,0.07375000000000001,0.6196875000000001,0.056625,-0.05556250000000001,0.097,0.806,0.097,-0.8509
Gaza residents speak of Hamas’ brutality amid desires for peace in the region,2023-02-13T07:00:12Z,30.0,0.024267857142857147,0.1753392857142857,0.014660714285714287,-0.05785178571428571,0.128,0.789,0.083,-0.9982
Israeli forces kill 5 Palestinians linked to the Islamic militant group Hamas in West Bank raid,2023-02-06T17:49:11Z,31.0,0.09890000000000002,0.43775,0.013300000000000001,-0.38552,0.145,0.829,0.025,-0.9984
"Palestinian rams car into crowded bus stop, killing 2 people including a 6-year-old",2023-02-10T15:12:17Z,32.0,0.08478947368421053,0.3249473684210526,0.01131578947368421,-0.3149368421052632,0.2,0.785,0.015,-0.9993
Israeli troops kill Palestinian teen in army raid in occupied West Bank,2023-02-07T13:31:20Z,33.0,0.14163636363636362,0.5670909090909091,0.018636363636363635,-0.5416090909090909,0.22,0.764,0.016,-0.9987
Ilhan Omar claims House Republicans are exacting 'vengeance' for 'their master' Trump,2023-02-02T03:15:58Z,34.0,0.0047083333333333335,0.11033333333333334,0.009958333333333333,-0.0030166666666666675,0.074,0.874,0.053,-0.9424
Israel aircraft strikes rocket production workshop in Gaza Strip,2023-02-02T13:30:55Z,35.0,0.1338181818181818,0.5579090909090909,0.03554545454545455,-0.47345454545454546,0.22,0.728,0.052,-0.9987
"Tensions rise as Iran threatens Israel, reveals new underground airbase",2023-02-08T15:57:32Z,36.0,0.059500000000000004,0.297375,0.018125,-0.16648749999999998,0.118,0.816,0.066,-0.9922
Israeli police foil drone assassination attempt in gangland hit,2023-01-20T18:14:30Z,37.0,0.07075,0.29900000000000004,0.030300000000000004,-0.19848500000000002,0.148,0.784,0.067,-0.9933
Iran suffers drone strike days after US and Israel launched joint military drill in the region,2023-01-29T10:03:28Z,38.0,0.034,0.39011111111111113,0.020259259259259258,-0.0708111111111111,0.106,0.83,0.063,-0.9945
"Israel intercepts rocket from Gaza Strip, raises tensions under country's new ultranationalist government",2023-02-01T18:26:46Z,39.0,0.10466666666666667,0.5451111111111111,0.01711111111111111,-0.40836666666666666,0.162,0.791,0.047,-0.9907
"Israel's West Bank population reaches over 500K, settlers predict faster population growth with new government",2023-02-02T13:46:17Z,40.0,0.03772727272727273,0.47859090909090907,0.029181818181818184,-0.0665090909090909,0.072,0.852,0.076,-0.78
Watchdog slams NYT for 'spreading lies' by employing journalist accused of defending terrorist groups,2023-02-18T19:21:49Z,41.0,0.043565217391304346,0.20704347826086958,0.01026086956521739,-0.13407826086956523,0.128,0.837,0.035,-0.9973
District administrator calls for 'privileged white voices' to be dismissed from curriculum plans in California,2023-01-22T14:00:37Z,42.0,0.00285,0.1923,0.00485,0.02202,0.041,0.915,0.043,-0.5609
Ilhan Omar gets the boot: House votes her off Foreign Affairs Committee as Democrats cite ‘racism’,2023-02-02T17:31:08Z,43.0,0.006629629629629629,0.09670370370370371,0.007777777777777778,-0.006337037037037038,0.065,0.887,0.048,-0.9505
Warren says GOP has been trying to 'smear' Rep. Omar for years amid move to remove her from key committee,2023-01-30T23:38:53Z,44.0,0.0,0.1060625,0.0189375,0.07124375,0.048,0.914,0.038,-0.5408
Omar lashes out at McCarthy for 'personally whipping votes' against her: 'Pathetic',2023-01-31T21:03:17Z,45.0,0.007375,0.2355,0.007125,0.0226,0.061,0.914,0.026,-0.9197
Israel rejects US request for Hawk missiles in aid to Ukraine,2023-01-25T18:49:49Z,46.0,0.021166666666666667,0.36083333333333334,0.034666666666666665,-0.011658333333333335,0.068,0.871,0.062,-0.8128
US and Israel launch large scale military drill in regional show of force,2023-01-25T17:04:23Z,47.0,0.016999999999999998,0.49620000000000003,0.04680000000000001,0.08708,0.025,0.874,0.1,0.9939
Israeli Prime Minister Benjamin Netanyahu makes surprise visit to Jordan to meet with King Abdullah II,2023-01-24T17:07:47Z,48.0,0.045785714285714284,0.7309285714285715,0.08042857142857143,0.08500714285714284,0.071,0.832,0.097,0.9355
Israel to 'expedite' gun licenses after deadly shooting near Jerusalem synagogue,2023-01-29T22:00:39Z,49.0,0.06007692307692309,0.378,0.02346153846153846,-0.1851076923076923,0.166,0.783,0.051,-0.993
Israel investigating if Biden administration violated international law in sending artifact to West Bank,2023-02-03T09:41:34Z,50.0,0.03411111111111111,0.44899999999999995,0.01688888888888889,-0.11748333333333333,0.053,0.922,0.024,-0.9743
"Israeli, Palestinian forces trade airstrikes, rocket fire, putting West Bank on edge",2023-01-27T13:01:16Z,51.0,0.10058823529411764,0.6127058823529411,0.05135294117647059,-0.20024705882352944,0.151,0.782,0.068,-0.994
"Reps. AOC, Marjorie Taylor Greene tiff over Twitter after Omar vote: 'Be an adult and actually debate me'",2023-02-04T07:41:46Z,52.0,0.0071428571428571435,0.06067857142857142,0.0036071428571428574,-0.03843214285714286,0.116,0.836,0.048,-0.9958
Israeli army kills Palestinian man who tried to stab soldier,2023-02-09T20:02:57Z,53.0,0.1582,0.42119999999999996,0.0206,-0.5757000000000001,0.197,0.761,0.042,-0.991
Joe Rogan defends Omar's 2019 'all about the Benjamins' remark: 'That's not an antisemitic comment',2023-02-08T01:00:56Z,54.0,0.009870967741935485,0.08061290322580646,0.006322580645161289,-0.013596774193548386,0.103,0.845,0.052,-0.9899
"McCarthy takes on press after House kicks Ilhan Omar off committee, calls for 'code of conduct'",2023-02-02T20:07:46Z,55.0,0.0023636363636363633,0.08427272727272728,0.004272727272727273,0.016977272727272726,0.072,0.892,0.036,-0.9858
Omar blasts GOP's 'Islamophobia' amid committee removal bid: ‘They’re not OK’ with Muslims ‘having a voice’,2023-01-29T16:31:44Z,56.0,0.0035,0.08740909090909091,0.0,-0.03225454545454545,0.056,0.861,0.082,0.9367
"Ilhan Omar says McCarthy leaving her off Africa subcommittee is 'racist, xenophobic'",2023-01-27T05:27:43Z,57.0,0.006285714285714285,0.12942857142857142,0.0071428571428571435,-0.04311428571428571,0.062,0.894,0.044,-0.9186
Nikki Haley's 2024 presidential bid receives mixed reactions,2023-02-14T19:56:15Z,58.0,0.0,0.09665217391304347,0.03378260869565217,0.04956086956521739,0.041,0.836,0.123,0.9913
Iran helps Russia employ multipurpose drones in Ukraine for 'maximum damage',2023-02-10T23:41:03Z,59.0,0.009263157894736841,0.07573684210526316,0.02026315789473684,0.000615789473684207,0.082,0.854,0.064,-0.9309
US military shoots down Iranian-made drone over oil site in Syria,2023-02-15T07:14:47Z,60.0,0.039625,0.085375,0.0,-0.0980625,0.086,0.84,0.073,-0.6908
JESSE WATTERS: Omar got the boot because of anti-Semitism,2023-02-03T01:00:00Z,61.0,0.01265,0.03735,0.0,-0.032985,0.097,0.798,0.105,0.5599
"Holocaust survivor Shlomo Perel, the inspiration for an internationally renowned film, dies at 98",2023-02-03T18:53:54Z,62.0,0.012375,0.21687499999999998,0.020812499999999998,0.07135000000000001,0.102,0.806,0.093,-0.8793
Jerusalem shooting: Alleged 13-year-old Palestinian gunman apprehended by armed Israeli citizen,2023-01-28T20:35:13Z,63.0,0.044750000000000005,0.319125,0.011125000000000001,-0.06627083333333333,0.157,0.802,0.041,-0.9972
American tourist arrested for vandalizing Jesus statue at Old City church in Jerusalem,2023-02-02T16:52:08Z,64.0,0.08485714285714285,0.37966666666666665,0.011714285714285714,-0.2826142857142857,0.162,0.814,0.024,-0.9979
'Jerusalem of Gold': Volunteer unearths artifact of 'great value' at archaeological site,2023-02-09T15:17:20Z,65.0,0.0,0.29336842105263156,0.022421052631578942,0.08574736842105264,0.023,0.905,0.072,0.9722
CA Rep. Swalwell offers cryptic warning after getting booted from House Intel: 'more time on our hands',2023-01-25T22:36:17Z,66.0,0.004394736842105264,0.048236842105263154,0.0,-0.017360526315789472,0.076,0.868,0.056,-0.9659
Joe Biden's 2023 State of the Union is his campaign manifesto and he's just taken a big gamble,2023-02-08T08:46:40Z,67.0,0.0075813953488372094,0.03181395348837209,0.0071162790697674415,-0.0072046511627907,0.145,0.754,0.101,-0.9964
Parents ditch baby at airport check-in after confusion over ticket for infant: police,2023-02-01T17:34:16Z,68.0,0.033944444444444444,0.13272222222222224,0.0,-0.07547777777777778,0.125,0.842,0.033,-0.988
Iran military facility rocked by explosion that officials say was 'unsuccessful' drone attack,2023-01-29T01:36:17Z,69.0,0.029384615384615384,0.11715384615384616,0.007307692307692308,-0.08743076923076923,0.093,0.83,0.077,-0.9309
"Schiff, Swalwell, Omar respond after Speaker McCarthy keeps them off committees: 'Political vengeance'",2023-01-25T08:15:07Z,70.0,0.0074736842105263155,0.03721052631578947,0.007947368421052632,0.010647368421052633,0.082,0.807,0.111,0.9843
Pro-life groups slam Biden administration for forcing contraception services on providers,2023-02-01T02:20:48Z,71.0,0.0,0.07407407407407407,0.0,0.0,0.078,0.842,0.08,0.6249
Joe Rogan blasted for peddling antisemitic trope after defending Ilhan Omar's 'Benjamin's' remark: 'Et Tu?',2023-02-09T02:00:43Z,72.0,0.0024347826086956524,0.06180434782608696,0.0009782608695652173,-0.016171739130434782,0.123,0.799,0.078,-0.9948
Diversity professor verbally attacks student after being triggered by term 'terrorist attack': complaint,2023-02-01T23:30:38Z,73.0,0.06488461538461539,0.22192307692307686,0.020923076923076926,-0.16287692307692309,0.184,0.747,0.069,-0.9989
Virginia GOP star vows to end Democrat 'roadblock' of Gov. Glenn Youngkin's agenda,2023-02-05T16:00:43Z,74.0,0.008208333333333333,0.066125,0.009000000000000001,-0.013079166666666664,0.087,0.828,0.085,-0.9216
Ukraine warns of massive Russian missile attack on anniversary of Putin’s invasion: ‘We have to be ready’,2023-02-16T14:54:05Z,75.0,0.006956521739130435,0.034217391304347824,0.0023043478260869566,-0.0363,0.164,0.781,0.055,-0.997
UN Sec-Gen warns Russia-Ukraine conflict is leading world into 'wider war',2023-02-06T18:04:05Z,76.0,0.0028,0.040350000000000004,0.00685,0.025530000000000004,0.139,0.743,0.118,-0.9416
"Twitter House hearing room abruptly loses power, halting hearing",2023-02-08T20:05:27Z,77.0,0.0,0.058823529411764705,0.0,0.0,0.115,0.843,0.042,-0.9862
Massachusetts health officials detect gonorrhea strain with 'reduced response' to antibiotics,2023-01-20T02:54:17Z,78.0,0.008888888888888889,0.09288888888888888,0.009333333333333334,0.004888888888888889,0.041,0.896,0.063,0.8673
Defense Secretary Austin says US would enter conflict if Russia attacks Estonia,2023-02-16T16:17:30Z,79.0,0.006090909090909091,0.03827272727272727,0.001090909090909091,-0.035281818181818185,0.053,0.867,0.081,0.6481
Iran’s uranium processing has almost reached nuclear weapons-grade purity: inspectors,2023-02-19T21:15:36Z,80.0,0.009571428571428573,0.06028571428571428,0.0015714285714285713,-0.062285714285714285,0.114,0.849,0.037,-0.9888
Heart health warning: Man scheduled for hip replacement winds up with quadruple bypass surgery,2023-02-15T22:31:36Z,81.0,0.0013647058823529413,0.03392941176470588,0.0,-0.007351764705882353,0.078,0.842,0.08,0.2826
Iran can fuel 'several' atomic bombs: UN nuclear official,2023-01-27T01:00:05Z,82.0,0.0037714285714285714,0.09554285714285714,0.014971428571428571,-0.010637142857142855,0.092,0.817,0.091,-0.9172
Rep. Ilhan Omar pressed on old comments: 'Wasn't aware' there were 'tropes about Jews and money',2023-01-29T19:00:24Z,83.0,0.007206896551724138,0.059620689655172414,0.002172413793103448,-0.026503448275862068,0.04,0.913,0.046,0.5857
"After Biden fails to mention Iran during SOTU, lawmakers push measure supporting Iranian protesters",2023-02-09T00:27:27Z,84.0,0.00658974358974359,0.04184615384615385,0.002871794871794872,-0.020746153846153848,0.107,0.806,0.086,-0.9744
"Palestinians in uproar after Israeli army kill militants, elderly woman in West Bank",2023-01-26T13:32:32Z,85.0,0.09506666666666667,0.5002,0.004733333333333334,-0.35967333333333334,0.173,0.784,0.043,-0.9983
Philadelphia's mayoral candidates have ideas to end an open-air drug market. Longtime residents are skeptical,2023-02-15T07:00:56Z,86.0,0.0028064516129032257,0.028,0.0014516129032258063,-0.012316129032258063,0.14,0.795,0.065,-0.9966
George Santos congratulates House for punishing Ilhan Omar for antisemitic remarks,2023-02-02T19:46:13Z,87.0,0.0,0.03923529411764706,0.01958823529411765,0.042258823529411765,0.157,0.746,0.097,-0.9889
"Fox News Poll: Bipartisan support for sending funding, weapons to Ukraine",2023-02-02T23:00:01Z,88.0,0.011,0.06042857142857143,0.0,-0.06305714285714285,0.095,0.815,0.091,-0.7414
"Monterey Park massacre guns revealed, Meghan sends message with 'Spare' tour absence and more top headlines",2023-01-26T11:35:42Z,89.0,0.004483870967741936,0.027774193548387095,0.0,-0.012964516129032258,0.086,0.876,0.038,-0.9681
New York Times columnist argues Joe Biden 'can be seen as the savior of the free world',2023-02-01T22:15:08Z,90.0,0.0,0.042166666666666665,0.013388888888888888,0.0425,0.075,0.837,0.088,0.4267
"Turkey, Syria earthquake: Biden, Netanyahu and other world leaders offer aid after thousands killed",2023-02-06T16:29:41Z,91.0,0.0,0.04744444444444444,0.00811111111111111,0.03991111111111111,0.101,0.821,0.079,-0.9667
US sending another $2.5 billion in military aid to Ukraine,2023-01-20T03:21:50Z,92.0,0.0040526315789473685,0.044421052631578944,0.004157894736842105,-0.011910526315789474,0.065,0.876,0.059,-0.1752
"Ocasio-Cortez explodes over vote to boot Omar, slaps notebook against podium: 'Targeting women of color'",2023-02-02T19:10:19Z,93.0,0.008470588235294117,0.050352941176470586,0.0,-0.029052941176470587,0.108,0.863,0.029,-0.9943
Virginia leaders create Antisemitism Task Force to monitor rise of hate crimes: ‘First of its kind’,2023-02-12T10:35:13Z,94.0,0.0,0.04,0.0,0.0,0.095,0.804,0.101,-0.2732
House Dem leader predicts 'bipartisan' support to keep Ilhan Omar on Foreign Affairs Committee,2023-01-25T17:54:16Z,95.0,0.016545454545454544,0.15890909090909092,0.006363636363636364,-0.09370909090909091,0.025,0.933,0.043,0.5994
"Guam capsizing, 'planted docs,' and 'termite' Jewish settlers: Hank Johnson's wildest statements",2023-01-30T16:53:43Z,96.0,0.0032545454545454544,0.05076363636363636,0.0005272727272727272,-0.024110909090909093,0.129,0.807,0.064,-0.9993
