title,date,index,neg_lbl,pos_lbl,neu_lbl,neg_s,neu_s,pos_s,compound_s,pos,neg,neu,compound
"Fox executives should be fired for 'proven misconduct' exposed in Dominion lawsuit, renowned Yale professor says",2023-03-01,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Fox learns the hard way about being beholden to the GOP base,2023-03-01,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Biden administration embraces tough border measures it once rejected,2023-03-01,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
House's MAGA wing torn over Trump as loyalists eye other 2024 candidates,2023-03-01,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Opinion: Who's stopping the government from giving Americans relief from crushing student loans,2023-03-01,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
The fastest growing metro in the US is looking to a shrinking reservoir to keep the boom going,2023-02-28,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Biden administration tells student loan forgiveness applicants it is 'confident' in face of Supreme Court skepticism,2023-02-28,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Supreme Court considers fate of Biden's student loan relief plan,2023-02-24,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Fox faces an 'existential threat' from its multibillion-dollar defamation cases,2023-02-28,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Top US Defense official says Iran could produce 'one bomb's worth of fissile material' in 'about 12 days',2023-02-28,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
US is reviewing Huawei export license policy amid rising congressional scrutiny of China,2023-02-28,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Blinken's new warning to Beijing is the latest sign of deteriorating US-China relations,2023-02-28,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Top Republicans question McCarthy over release of January 6 footage as speaker vows deliberate approach,2023-02-28,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Four takeaways from DeSantis' new book rehashing his culture clashes as Florida governor,2023-02-27,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
What to watch for as the Supreme Court hears oral arguments on Biden's student loan debt relief plan,2023-02-28,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
The 10 biggest revelations from Dominion's explosive Fox News legal filing,2023-02-28,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Rupert Murdoch acknowledged that Fox News hosts endorsed false stolen election claims,2023-02-27,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Covid 'lab leak theory': What we've learned,2023-02-27,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Opinion: Scott Adams has only himself to blame for Dilbert's troubles,2023-02-27,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Rep. Elissa Slotkin entering race to succeed retiring Michigan Democratic Sen. Debbie Stabenow,2023-02-27,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
New assessment on the origins of Covid-19 adds to the confusion,2023-02-27,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
GOP grapples with how to control Trump -- again,2023-02-27,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
RNC chair says requiring loyalty pledge for participation in GOP presidential debates is a 'no-brainer',2023-02-26,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Opinion: Tim Scott's pitch to Republicans offers more than the usual red meat,2023-02-26,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Opinion: The message Biden sent to Putin,2023-02-26,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Ron DeSantis wanted to send weapons to Ukraine when he was a congressman -- as a presidential hopeful he questions US involvement,2023-02-26,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Media organizations ask Congress for access to January 6 footage,2023-02-25,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
DeSantis has a new book coming out next week. Here's what his first one said,2023-02-25,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"Rep. Scott Perry was 'persistent' in contacting executive branch around 2020 election, court documents reveal",2023-02-25,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
A first report on the Ohio toxic train wreck was released. Here's what it found — and what investigators are still looking into,2023-02-24,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"Biden: 'At this point I'm not' planning to visit East Palestine, Ohio, after toxic train derailment",2023-02-25,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"12 blue states sue FDA, saying it's too strict in limiting abortion drugs as legal battle over mifepristone heats up",2023-02-25,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Fulton County judge who oversaw special grand jury in Trump probe says jurors are free to discuss final report,2023-02-24,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"'It's a major blow': Dominion has uncovered 'smoking gun' evidence in case against Fox News, legal experts say",2023-02-24,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Media outlets ask Georgia Supreme Court to release full grand jury report on Trump 2020 election probe,2023-02-24,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Exclusive: How a box with classified documents ended up in Trump's office months after FBI searched Mar-a-Lago,2023-02-24,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Fact check: Pence falsely claims opponents admitted there weren't Chinese spy balloons over the US while he was VP,2023-02-24,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"Celebrities may have helped shape anti-vaccine opinions during Covid-19 pandemic, study finds",2023-02-24,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Conservative former judge J. Michael Luttig blasts Mike Pence plan to defy subpoena,2023-02-24,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Judge tosses out disciplinary action against Sidney Powell for work on Trump election reversal bid,2023-02-24,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
McCarthy rewards the pro-Trump radicals who put him in power,2023-02-24,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Appeals court questions access that prosecutors can have to a GOP lawmaker's phone seized in 2020 election investigation,2023-02-23,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Biden nominates former MasterCard exec Ajay Banga to lead World Bank,2023-02-23,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
McCarthy defends release of January 6 footage to Tucker Carlson: 'I promised',2023-02-23,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"Trump and FBI director can be deposed in lawsuit from ex-FBI agent Peter Strzok, judge rules",2023-02-23,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Opinion: Georgia grand juror's tacky media tour won't trash the case,2023-02-23,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Federal prosecutors seek to compel Pence to testify in special counsel probe,2023-02-23,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
What to know about the lawsuit aiming to ban medication abortion drug mifepristone,2023-02-11,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Fury over Biden's new asylum policy grows after he thanks Poland for welcoming Ukrainian refugees,2023-02-23,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"5 things to know for Feb. 23: Storms, Toxic train, Shooting, Spy balloon, ChatGPT",2023-02-23,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
First on CNN: Former Trump national security advisers among witnesses testifying at House hearing on China,2023-02-23,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Companies can no longer silence laid-off employees in exchange for severance,2023-02-22,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Capitol rioter who tweeted threat to Rep. Ocasio-Cortez sentenced to 38 months in prison,2023-02-22,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"CNN town hall on toxic train disaster in East Palestine, Ohio",2023-02-21,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"Exclusive: North Korea a 'clear and present danger,' says South Korean Foreign Minister",2023-02-22,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"Ohio's toxic spill is unleashing poisonous, partisan politics",2023-02-23,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
House January 6 investigator says it's 'likely' 2020 election subversion probes will produce indictments,2023-02-23,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Proud Boy testifies in sedition trial about far-right group being the 'tip of the spear' on January 6,2023-02-23,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Opinion: Trump's visit to Ohio derailment scene poses risk for Biden,2023-02-23,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Trump visits Ohio train derailment site in effort to highlight Biden's absence,2023-02-22,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
East Palestine derailment spurs rare signs of bipartisan agreement on rail safety. Will Washington act?,2023-02-22,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
One of the 'random people' chosen to investigate Trump goes public,2023-02-22,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"Steve Bannon's ex-lawyers sue him over nearly $500,000 in unpaid legal bills",2023-02-22,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
GOP 2024 hopefuls divided over US role in Ukraine war,2023-02-21,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Ben Platt speaks out against antisemitic protests of 'Parade' on Broadway,2023-02-22,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Lawyers for Proud Boys member take steps to subpoena former President Trump in seditious conspiracy trial,2023-02-22,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Foreperson on Georgia grand jury investigating Trump and 2020 election: 'I don't think you will be shocked' by indictments,2023-02-21,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Transportation Secretary Pete Buttigieg to visit Ohio town affected by toxic train derailment on Thursday,2023-02-22,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Biden's momentous 72 hours in Europe steels the West for the next stage of Russia's war in Ukraine,2023-02-22,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
DeSantis gets 7-figure checks from top GOP donors as he soft launches presidential campaign,2023-02-22,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"5 things to know for Feb. 22: Migrants, Storm, Presidential race, Cartels, Avalanche",2023-02-22,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"Buttigieg says he'll visit East Palestine 'when the time is right,' lays out new rail safety efforts",2023-02-21,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Vivek Ramaswamy announces GOP bid for president in 2024,2023-02-22,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"McCarthy gives Tucker Carlson access to January 6 Capitol security footage, sources say",2023-02-20,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Trump leadership PAC spent more than $16 million on legal services in 2022,2023-02-22,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Opinion: What it means to stand behind Vladimir Putin,2023-02-21,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
